Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH3441,SCH0314,Math,Basic,12,28
TCH3442,SCH0286,English,Basic,16,25
TCH3443,SCH0115,Science,Basic,5,20
TCH3444,SCH0647,Social Studies,Basic,3,27
TCH3445,SCH0732,Social Studies,Basic,7,22
TCH3446,SCH0135,Nepali,Advanced,3,28
TCH3447,SCH0206,Social Studies,Basic,2,23
TCH3448,SCH0108,English,Advanced,18,13
TCH3449,SCH0969,Social Studies,Basic,13,25
TCH3450,SCH0787,Math,Basic,13,24
TCH3451,SCH0812,Nepali,Basic,17,29
TCH3452,SCH0572,Nepali,Advanced,26,14
TCH3453,SCH0118,Math,Advanced,3,12
TCH3454,SCH0937,Science,Basic,7,24
TCH3455,SCH0535,Math,Basic,3,24
TCH3456,SCH0658,English,Advanced,24,10
TCH3457,SCH0797,Science,Advanced,12,24
TCH3458,SCH0414,Math,Advanced,19,11
TCH3459,SCH0834,Math,Basic,18,23
TCH3460,SCH0688,Science,Basic,7,20
TCH3461,SCH0723,Math,Basic,8,25
TCH3462,SCH0437,Social Studies,Advanced,1,13
TCH3463,SCH0557,Math,Basic,11,26
TCH3464,SCH0693,Math,Advanced,12,12
TCH3465,SCH0412,English,Basic,1,20
TCH3466,SCH0102,Social Studies,Basic,8,25
TCH3467,SCH0139,English,Advanced,1,27
TCH3468,SCH0641,English,Basic,5,21
TCH3469,SCH0794,Nepali,Basic,7,24
TCH3470,SCH0029,Math,Advanced,30,14
TCH3471,SCH0527,English,Advanced,17,14
TCH3472,SCH0592,Nepali,Basic,8,23
TCH3473,SCH0446,English,Basic,9,26
TCH3474,SCH0335,Math,Basic,3,21
TCH3475,SCH0224,Social Studies,Advanced,27,13
TCH3476,SCH0288,Science,Advanced,19,28
TCH3477,SCH0682,Nepali,Advanced,7,21
TCH3478,SCH0020,Nepali,Basic,19,24
TCH3479,SCH0836,Science,Advanced,7,14
TCH3480,SCH0292,English,Basic,10,24
TCH3481,SCH0993,Social Studies,Advanced,2,27
TCH3482,SCH0766,Math,Advanced,25,10
TCH3483,SCH0050,Math,Advanced,6,20
TCH3484,SCH0899,Social Studies,Advanced,26,11
TCH3485,SCH0922,Math,Advanced,10,21
TCH3486,SCH0023,English,Advanced,14,21
TCH3487,SCH0105,Social Studies,Basic,18,29
TCH3488,SCH0079,Social Studies,Advanced,11,26
TCH3489,SCH0154,Social Studies,Advanced,13,25
TCH3490,SCH0425,Nepali,Basic,4,23
TCH3491,SCH0159,Math,Advanced,4,11
TCH3492,SCH0916,Math,Advanced,19,12
TCH3493,SCH0940,Math,Advanced,16,21
TCH3494,SCH0930,Math,Advanced,20,12
TCH3495,SCH0426,Social Studies,Advanced,5,10
TCH3496,SCH0332,Nepali,Advanced,8,23
TCH3497,SCH0507,Science,Advanced,17,26
TCH3498,SCH0611,Math,Basic,2,22
TCH3499,SCH0390,Math,Advanced,30,10
TCH3500,SCH0445,Math,Basic,16,27
TCH3501,SCH0864,Social Studies,Basic,12,28
TCH3502,SCH0514,Nepali,Advanced,10,26
TCH3503,SCH0231,Math,Advanced,17,13
TCH3504,SCH0321,Science,Basic,10,20
TCH3505,SCH0208,Science,Basic,15,22
TCH3506,SCH0771,Science,Basic,16,27
TCH3507,SCH0616,English,Basic,5,23
TCH3508,SCH0949,Social Studies,Basic,1,26
TCH3509,SCH0309,Nepali,Advanced,16,26
TCH3510,SCH0637,English,Basic,11,27
TCH3511,SCH0483,Nepali,Basic,16,24
TCH3512,SCH0468,Science,Advanced,25,13
TCH3513,SCH0060,English,Basic,5,27
TCH3514,SCH0790,Math,Basic,15,23
TCH3515,SCH0707,Math,Advanced,1,28
TCH3516,SCH0900,English,Basic,2,20
TCH3517,SCH0108,English,Advanced,24,12
TCH3518,SCH0692,English,Advanced,10,27
TCH3519,SCH0915,English,Basic,13,21
TCH3520,SCH0741,Science,Basic,8,29
TCH3521,SCH0794,Nepali,Advanced,16,28
TCH3522,SCH0556,Science,Advanced,19,12
TCH3523,SCH0497,Math,Basic,10,25
TCH3524,SCH0342,English,Basic,10,20
TCH3525,SCH0554,Science,Advanced,30,14
TCH3526,SCH0051,English,Basic,16,20
TCH3527,SCH0725,Nepali,Basic,17,20
TCH3528,SCH0359,Math,Basic,16,27
TCH3529,SCH0091,Nepali,Basic,7,24
TCH3530,SCH0955,Science,Advanced,19,22
TCH3531,SCH0523,Science,Advanced,2,21
TCH3532,SCH0114,Social Studies,Advanced,6,26
TCH3533,SCH0197,Nepali,Advanced,14,11
TCH3534,SCH0523,Nepali,Basic,11,29
TCH3535,SCH0954,English,Advanced,4,13
TCH3536,SCH0684,English,Advanced,14,10
TCH3537,SCH0743,Social Studies,Advanced,20,10
TCH3538,SCH0416,Science,Advanced,20,14
TCH3539,SCH0857,Math,Advanced,1,28
TCH3540,SCH0454,Science,Advanced,7,14
TCH3541,SCH0110,Social Studies,Advanced,13,10
TCH3542,SCH0076,Social Studies,Basic,11,24
TCH3543,SCH0453,Science,Advanced,3,26
TCH3544,SCH0972,Math,Advanced,4,11
TCH3545,SCH0015,English,Advanced,12,20
TCH3546,SCH0514,English,Basic,18,29
TCH3547,SCH0258,Nepali,Basic,4,20
TCH3548,SCH0124,Nepali,Basic,8,26
TCH3549,SCH0221,Science,Basic,6,26
TCH3550,SCH0961,Math,Basic,16,24
TCH3551,SCH0770,Science,Advanced,2,13
TCH3552,SCH0074,Science,Advanced,3,11
TCH3553,SCH0952,Nepali,Basic,9,27
TCH3554,SCH0383,Math,Basic,15,22
TCH3555,SCH0865,Science,Basic,12,24
TCH3556,SCH0190,English,Advanced,6,10
TCH3557,SCH0594,Social Studies,Basic,14,29
TCH3558,SCH0292,English,Basic,11,23
TCH3559,SCH0872,Math,Advanced,5,21
TCH3560,SCH0174,Math,Advanced,5,22
TCH3561,SCH0725,English,Basic,15,21
TCH3562,SCH0951,Social Studies,Advanced,7,13
TCH3563,SCH0923,Math,Advanced,9,20
TCH3564,SCH0045,Social Studies,Advanced,18,13
TCH3565,SCH0343,Math,Basic,15,21
TCH3566,SCH0633,English,Advanced,14,10
TCH3567,SCH0822,English,Advanced,10,26
TCH3568,SCH0936,Nepali,Basic,6,23
TCH3569,SCH0962,English,Basic,9,21
TCH3570,SCH0123,Math,Advanced,9,12
TCH3571,SCH0589,Nepali,Basic,11,22
TCH3572,SCH0040,Nepali,Advanced,9,28
TCH3573,SCH0328,English,Advanced,15,14
TCH3574,SCH0519,Nepali,Advanced,7,27
TCH3575,SCH0453,Science,Basic,8,26
TCH3576,SCH0660,Math,Basic,13,24
TCH3577,SCH0340,Science,Basic,11,23
TCH3578,SCH0658,Science,Advanced,11,10
TCH3579,SCH0437,Nepali,Advanced,4,11
TCH3580,SCH0735,Social Studies,Basic,17,20
TCH3581,SCH0157,English,Basic,3,25
TCH3582,SCH0306,Social Studies,Basic,8,22
TCH3583,SCH0072,Nepali,Advanced,3,11
TCH3584,SCH0948,Math,Advanced,9,24
TCH3585,SCH0491,Nepali,Basic,1,21
TCH3586,SCH0444,Science,Advanced,30,13
TCH3587,SCH0160,Math,Advanced,2,14
TCH3588,SCH0094,Math,Basic,18,20
TCH3589,SCH0594,Nepali,Basic,11,25
TCH3590,SCH0337,English,Advanced,7,28
TCH3591,SCH0502,Social Studies,Basic,15,24
TCH3592,SCH0157,English,Basic,4,23
TCH3593,SCH0415,Nepali,Basic,13,21
TCH3594,SCH0767,English,Basic,10,21
TCH3595,SCH0194,English,Basic,15,23
TCH3596,SCH0526,Nepali,Advanced,5,10
TCH3597,SCH0340,Social Studies,Basic,9,27
TCH3598,SCH0268,Science,Advanced,6,29
TCH3599,SCH0717,English,Basic,14,27
TCH3600,SCH0225,English,Basic,8,26
TCH3601,SCH0685,Math,Advanced,21,13
TCH3602,SCH0506,Social Studies,Advanced,24,14
TCH3603,SCH0709,Nepali,Advanced,6,23
TCH3604,SCH0231,Nepali,Advanced,25,13
TCH3605,SCH0651,Science,Basic,6,24
TCH3606,SCH0012,Math,Basic,11,25
TCH3607,SCH0015,English,Basic,15,23
TCH3608,SCH0768,Math,Advanced,12,24
TCH3609,SCH0096,Social Studies,Basic,11,26
TCH3610,SCH0874,Math,Basic,17,26
TCH3611,SCH0332,Social Studies,Basic,16,27
TCH3612,SCH0695,Social Studies,Advanced,23,11
TCH3613,SCH0798,Nepali,Advanced,5,28
TCH3614,SCH0639,Science,Basic,6,29
TCH3615,SCH0828,Nepali,Basic,3,28
TCH3616,SCH0821,English,Basic,11,23
TCH3617,SCH0655,Nepali,Basic,3,29
TCH3618,SCH0466,Math,Basic,11,25
TCH3619,SCH0032,Social Studies,Advanced,9,11
TCH3620,SCH0138,English,Basic,13,29
TCH3621,SCH0971,Math,Basic,17,21
TCH3622,SCH0024,Science,Basic,13,20
TCH3623,SCH0420,English,Advanced,10,27
TCH3624,SCH0260,English,Advanced,15,11
TCH3625,SCH0276,English,Advanced,23,14
TCH3626,SCH0521,Science,Basic,17,25
TCH3627,SCH0905,Social Studies,Basic,3,29
TCH3628,SCH0713,Nepali,Basic,6,21
TCH3629,SCH0791,Math,Advanced,4,29
TCH3630,SCH0118,English,Advanced,7,11
TCH3631,SCH0485,Social Studies,Basic,16,28
TCH3632,SCH0782,Science,Advanced,27,13
TCH3633,SCH0273,English,Basic,2,20
TCH3634,SCH0282,English,Advanced,4,26
TCH3635,SCH0326,Science,Basic,10,21
TCH3636,SCH0800,Math,Advanced,9,21
TCH3637,SCH0552,Math,Advanced,6,13
TCH3638,SCH0182,English,Basic,6,26
TCH3639,SCH0123,Science,Advanced,4,10
TCH3640,SCH0225,English,Basic,16,21
TCH3641,SCH0379,English,Advanced,25,14
TCH3642,SCH0446,Nepali,Basic,3,23
TCH3643,SCH0883,Math,Advanced,17,14
TCH3644,SCH0940,Nepali,Basic,1,22
TCH3645,SCH0553,Nepali,Basic,16,23
TCH3646,SCH0672,Science,Basic,10,22
TCH3647,SCH0586,Science,Advanced,19,23
TCH3648,SCH0309,English,Basic,3,27
TCH3649,SCH0555,English,Basic,2,27
TCH3650,SCH0279,Science,Advanced,9,26
TCH3651,SCH0263,Math,Basic,9,24
TCH3652,SCH0323,Nepali,Basic,6,29
TCH3653,SCH0065,Nepali,Basic,13,27
TCH3654,SCH0057,English,Basic,3,29
TCH3655,SCH0068,Nepali,Advanced,14,14
TCH3656,SCH0229,Nepali,Advanced,12,25
TCH3657,SCH0528,Science,Advanced,6,24
TCH3658,SCH0160,Nepali,Advanced,12,14
TCH3659,SCH0281,Science,Advanced,2,26
TCH3660,SCH0523,Math,Basic,5,22
TCH3661,SCH0390,Social Studies,Advanced,7,14
TCH3662,SCH0311,English,Basic,10,28
TCH3663,SCH0498,Nepali,Basic,19,27
TCH3664,SCH0014,English,Advanced,17,28
TCH3665,SCH0089,Social Studies,Advanced,23,12
TCH3666,SCH0539,Social Studies,Basic,14,23
TCH3667,SCH0613,Science,Advanced,18,21
TCH3668,SCH0647,Social Studies,Basic,17,29
TCH3669,SCH0617,Nepali,Advanced,6,14
TCH3670,SCH0094,Science,Basic,1,25
TCH3671,SCH0810,Nepali,Advanced,8,28
TCH3672,SCH0137,Math,Advanced,23,13
TCH3673,SCH0189,Science,Advanced,14,14
TCH3674,SCH0395,English,Advanced,15,13
TCH3675,SCH0105,Science,Basic,2,24
TCH3676,SCH0148,Social Studies,Advanced,30,13
TCH3677,SCH0833,English,Basic,13,20
TCH3678,SCH0612,Social Studies,Advanced,9,24
TCH3679,SCH0177,English,Advanced,4,10
TCH3680,SCH0266,Math,Basic,5,28
TCH3681,SCH0655,Science,Basic,6,23
TCH3682,SCH0497,Math,Advanced,7,27
TCH3683,SCH0483,Math,Advanced,5,29
TCH3684,SCH0177,English,Advanced,5,14
TCH3685,SCH0246,Nepali,Basic,13,27
TCH3686,SCH0476,Science,Advanced,4,27
TCH3687,SCH0239,Science,Basic,4,29
TCH3688,SCH0766,Social Studies,Advanced,7,10
TCH3689,SCH0163,Social Studies,Basic,13,28
TCH3690,SCH0827,Science,Advanced,2,26
TCH3691,SCH0537,Science,Basic,5,23
TCH3692,SCH0295,Science,Basic,3,24
TCH3693,SCH0559,Math,Basic,16,23
TCH3694,SCH0847,Science,Advanced,20,13
TCH3695,SCH0144,Social Studies,Advanced,18,29
TCH3696,SCH0597,Nepali,Basic,7,27
TCH3697,SCH0518,Science,Basic,18,20
TCH3698,SCH0788,Nepali,Basic,12,28
TCH3699,SCH0915,Science,Basic,9,22
TCH3700,SCH0994,Nepali,Advanced,5,26
TCH3701,SCH0190,Social Studies,Advanced,20,12
TCH3702,SCH0599,English,Advanced,13,13
TCH3703,SCH0395,Social Studies,Advanced,28,11
TCH3704,SCH0578,Nepali,Basic,11,23
TCH3705,SCH0753,Math,Basic,1,20
TCH3706,SCH0209,Science,Basic,1,25
TCH3707,SCH0234,English,Advanced,2,26
TCH3708,SCH0876,Math,Basic,7,28
TCH3709,SCH0408,Science,Basic,8,28
TCH3710,SCH0039,Science,Basic,5,22
TCH3711,SCH0498,Math,Basic,16,21
TCH3712,SCH0473,Nepali,Advanced,16,22
TCH3713,SCH0760,Social Studies,Basic,14,29
TCH3714,SCH0806,Math,Basic,14,22
TCH3715,SCH0306,Nepali,Basic,16,24
TCH3716,SCH0776,Math,Basic,19,23
TCH3717,SCH0703,Science,Advanced,13,14
TCH3718,SCH0098,Science,Advanced,30,10
TCH3719,SCH0047,Science,Advanced,14,10
TCH3720,SCH0530,Social Studies,Advanced,7,21
TCH3721,SCH0615,Nepali,Basic,2,22
TCH3722,SCH0615,English,Basic,8,29
TCH3723,SCH0772,English,Advanced,20,14
TCH3724,SCH0951,Social Studies,Advanced,28,10
TCH3725,SCH0127,Math,Advanced,16,12
TCH3726,SCH0393,Science,Advanced,29,13
TCH3727,SCH0823,English,Basic,13,22
TCH3728,SCH0294,Math,Basic,12,23
TCH3729,SCH0038,Social Studies,Advanced,5,12
TCH3730,SCH0735,English,Basic,17,26
TCH3731,SCH0471,Nepali,Advanced,17,26
TCH3732,SCH0417,Nepali,Advanced,18,28
TCH3733,SCH0573,Social Studies,Basic,4,23
TCH3734,SCH0460,Social Studies,Basic,1,27
TCH3735,SCH0629,Nepali,Basic,2,29
TCH3736,SCH0514,English,Basic,9,20
TCH3737,SCH0058,English,Basic,8,20
TCH3738,SCH0633,Math,Advanced,17,13
TCH3739,SCH0447,Nepali,Advanced,5,20
TCH3740,SCH0997,Nepali,Advanced,5,24
TCH3741,SCH0669,English,Advanced,16,25
TCH3742,SCH0407,Social Studies,Advanced,13,21
TCH3743,SCH0443,Social Studies,Advanced,11,23
TCH3744,SCH0888,English,Basic,18,29
TCH3745,SCH0996,Nepali,Advanced,11,13
TCH3746,SCH0773,Math,Basic,9,28
TCH3747,SCH0384,Math,Basic,6,20
TCH3748,SCH0734,Social Studies,Advanced,15,20
TCH3749,SCH0506,English,Advanced,10,11
TCH3750,SCH0324,Science,Basic,10,29
TCH3751,SCH0472,Social Studies,Basic,17,27
TCH3752,SCH0599,Science,Advanced,24,10
TCH3753,SCH0364,Math,Basic,1,27
TCH3754,SCH0715,Nepali,Advanced,11,12
TCH3755,SCH0806,English,Basic,16,20
TCH3756,SCH0674,Math,Basic,1,29
TCH3757,SCH0026,English,Advanced,21,14
TCH3758,SCH0213,Social Studies,Advanced,6,25
TCH3759,SCH0419,Social Studies,Advanced,7,22
TCH3760,SCH0391,Math,Advanced,4,28
TCH3761,SCH0020,English,Basic,15,28
TCH3762,SCH0622,Nepali,Basic,12,27
TCH3763,SCH0559,Nepali,Basic,9,29
TCH3764,SCH0761,Math,Basic,13,26
TCH3765,SCH0769,Science,Basic,16,22
TCH3766,SCH0241,English,Basic,16,20
TCH3767,SCH0435,Social Studies,Advanced,8,24
TCH3768,SCH0089,English,Advanced,12,13
TCH3769,SCH0810,Science,Basic,5,24
TCH3770,SCH0285,English,Basic,14,29
TCH3771,SCH0420,Science,Basic,11,27
TCH3772,SCH0613,Science,Basic,5,26
TCH3773,SCH0940,Math,Basic,10,24
TCH3774,SCH0849,Math,Basic,15,29
TCH3775,SCH0138,Math,Basic,18,20
TCH3776,SCH0527,Nepali,Advanced,24,14
TCH3777,SCH0297,English,Advanced,14,29
TCH3778,SCH0462,Science,Advanced,13,28
TCH3779,SCH0209,Math,Basic,10,20
TCH3780,SCH0302,Nepali,Advanced,8,14
TCH3781,SCH0058,Math,Advanced,9,25
TCH3782,SCH0173,Social Studies,Advanced,26,12
TCH3783,SCH0335,Social Studies,Basic,16,21
TCH3784,SCH0956,Social Studies,Basic,13,25
TCH3785,SCH0093,Nepali,Advanced,1,13
TCH3786,SCH0457,Nepali,Basic,17,27
TCH3787,SCH0826,Social Studies,Advanced,6,22
TCH3788,SCH0187,Nepali,Basic,14,24
TCH3789,SCH0386,Social Studies,Basic,11,26
TCH3790,SCH0728,Social Studies,Advanced,2,12
TCH3791,SCH0790,Nepali,Basic,17,21
TCH3792,SCH0109,Science,Advanced,15,21
TCH3793,SCH0485,Social Studies,Advanced,15,28
TCH3794,SCH0052,Science,Basic,14,23
TCH3795,SCH0733,Nepali,Advanced,29,12
TCH3796,SCH0339,Social Studies,Basic,1,20
TCH3797,SCH0679,Nepali,Basic,7,28
TCH3798,SCH0347,Nepali,Advanced,16,12
TCH3799,SCH0584,Science,Basic,19,27
TCH3800,SCH0672,Social Studies,Advanced,16,25
TCH3801,SCH0546,Social Studies,Basic,8,25
TCH3802,SCH0718,Nepali,Basic,2,20
TCH3803,SCH0272,Science,Basic,1,26
TCH3804,SCH0701,Social Studies,Advanced,28,10
TCH3805,SCH0135,Science,Basic,7,25
TCH3806,SCH0785,Science,Advanced,9,27
TCH3807,SCH0932,English,Advanced,6,21
TCH3808,SCH0270,English,Advanced,8,20
TCH3809,SCH0267,English,Basic,11,27
TCH3810,SCH0324,Math,Advanced,7,25
TCH3811,SCH0203,Nepali,Advanced,7,28
TCH3812,SCH0584,Nepali,Basic,16,29
TCH3813,SCH0044,English,Advanced,14,25
TCH3814,SCH0358,Social Studies,Basic,16,22
TCH3815,SCH0358,Nepali,Advanced,19,26
TCH3816,SCH0609,Nepali,Basic,3,23
TCH3817,SCH0110,Science,Advanced,23,11
TCH3818,SCH0128,Science,Advanced,4,13
TCH3819,SCH0839,Math,Basic,5,29
TCH3820,SCH0953,Nepali,Advanced,11,28
TCH3821,SCH0742,Nepali,Basic,11,22
TCH3822,SCH0216,Science,Basic,10,29
TCH3823,SCH0404,Math,Advanced,16,14
TCH3824,SCH0204,English,Basic,7,25
TCH3825,SCH0812,Nepali,Advanced,11,21
TCH3826,SCH0669,Nepali,Advanced,10,29
TCH3827,SCH0862,Social Studies,Basic,18,21
TCH3828,SCH0836,Science,Advanced,12,14
TCH3829,SCH0269,Nepali,Basic,13,25
TCH3830,SCH0627,Nepali,Basic,15,20
TCH3831,SCH0079,Math,Advanced,1,28
TCH3832,SCH0933,Science,Basic,3,21
TCH3833,SCH0144,Math,Advanced,3,29
TCH3834,SCH0619,Nepali,Basic,9,24
TCH3835,SCH0062,Science,Advanced,10,11
TCH3836,SCH0166,English,Advanced,14,12
TCH3837,SCH0769,Social Studies,Advanced,7,22
TCH3838,SCH0795,Nepali,Basic,16,20
TCH3839,SCH0801,Math,Basic,2,25
TCH3840,SCH0637,English,Basic,7,24
TCH3841,SCH0459,Science,Basic,1,26
TCH3842,SCH0515,English,Basic,1,23
TCH3843,SCH0536,English,Basic,5,28
TCH3844,SCH0178,English,Advanced,4,27
TCH3845,SCH0772,Math,Advanced,26,12
TCH3846,SCH0939,Science,Advanced,4,12
TCH3847,SCH0517,Nepali,Basic,17,20
TCH3848,SCH0776,Nepali,Basic,19,28
TCH3849,SCH0947,Science,Advanced,4,14
TCH3850,SCH0244,English,Basic,18,25
TCH3851,SCH0161,English,Advanced,19,29
TCH3852,SCH0011,Science,Advanced,27,13
TCH3853,SCH0484,English,Basic,11,23
TCH3854,SCH0278,Social Studies,Advanced,12,10
TCH3855,SCH0116,Science,Advanced,9,11
TCH3856,SCH0676,Math,Advanced,9,21
TCH3857,SCH0795,Math,Advanced,13,20
TCH3858,SCH0767,Nepali,Advanced,19,25
TCH3859,SCH0964,Social Studies,Basic,15,21
TCH3860,SCH0930,English,Advanced,4,13
TCH3861,SCH0268,Math,Basic,15,20
TCH3862,SCH0328,Nepali,Advanced,26,13
TCH3863,SCH0514,Social Studies,Basic,19,28
TCH3864,SCH0770,Science,Advanced,30,10
TCH3865,SCH0860,Nepali,Advanced,19,20
TCH3866,SCH0903,English,Basic,2,29
TCH3867,SCH0289,English,Advanced,12,28
TCH3868,SCH0837,Social Studies,Basic,16,20
TCH3869,SCH0434,Math,Basic,6,25
TCH3870,SCH0290,Nepali,Advanced,2,11
TCH3871,SCH0255,Science,Advanced,11,29
TCH3872,SCH0232,English,Basic,1,22
TCH3873,SCH0051,Nepali,Basic,18,28
TCH3874,SCH0001,Science,Advanced,5,27
TCH3875,SCH0360,Nepali,Basic,2,26
TCH3876,SCH0991,Nepali,Advanced,24,10
TCH3877,SCH0477,English,Basic,9,22
TCH3878,SCH0920,Social Studies,Basic,2,27
TCH3879,SCH0522,Social Studies,Basic,17,23
TCH3880,SCH0622,Nepali,Basic,19,27
TCH3881,SCH0113,Math,Advanced,3,28
TCH3882,SCH0988,Math,Advanced,8,13
TCH3883,SCH0770,Nepali,Advanced,15,12
TCH3884,SCH0327,Math,Basic,14,23
TCH3885,SCH0411,Math,Advanced,23,11
TCH3886,SCH0340,Science,Basic,12,23
TCH3887,SCH0975,Math,Advanced,11,21
TCH3888,SCH0913,Math,Basic,4,28
TCH3889,SCH0658,English,Advanced,29,11
TCH3890,SCH0944,Nepali,Basic,1,29
TCH3891,SCH0622,Social Studies,Basic,17,24
TCH3892,SCH0139,Science,Basic,13,21
TCH3893,SCH0992,Nepali,Basic,2,24
TCH3894,SCH0259,Math,Basic,13,29
TCH3895,SCH0838,Social Studies,Basic,18,25
TCH3896,SCH0246,Nepali,Advanced,13,28
TCH3897,SCH0537,Science,Basic,13,29
TCH3898,SCH0462,Math,Basic,3,22
TCH3899,SCH0862,English,Basic,6,23
TCH3900,SCH0071,Social Studies,Advanced,6,24
TCH3901,SCH0181,Math,Advanced,11,14
TCH3902,SCH0140,Math,Advanced,14,22
TCH3903,SCH0648,Social Studies,Advanced,4,14
TCH3904,SCH0691,Nepali,Advanced,6,23
TCH3905,SCH0512,Math,Advanced,11,26
TCH3906,SCH0395,Science,Advanced,18,12
TCH3907,SCH0868,Science,Basic,2,28
TCH3908,SCH0020,Science,Basic,8,28
TCH3909,SCH0199,Social Studies,Basic,6,21
TCH3910,SCH0500,Nepali,Basic,17,26
TCH3911,SCH0780,Math,Advanced,28,14
TCH3912,SCH0930,Nepali,Advanced,6,14
TCH3913,SCH0375,English,Advanced,27,10
TCH3914,SCH0631,Science,Advanced,14,24
TCH3915,SCH0707,Nepali,Advanced,8,25
TCH3916,SCH0756,Science,Advanced,11,10
TCH3917,SCH0885,Science,Basic,17,25
TCH3918,SCH0696,Math,Basic,7,26
TCH3919,SCH0113,Nepali,Advanced,19,22
TCH3920,SCH0399,Social Studies,Advanced,5,11
TCH3921,SCH0620,Math,Advanced,5,29
TCH3922,SCH0369,Math,Advanced,2,29
TCH3923,SCH0895,Nepali,Basic,9,24
TCH3924,SCH0035,English,Basic,18,27
TCH3925,SCH0836,Social Studies,Advanced,29,12
TCH3926,SCH0478,Math,Basic,11,23
TCH3927,SCH0945,English,Advanced,3,10
TCH3928,SCH0544,Nepali,Basic,13,23
TCH3929,SCH0406,Nepali,Advanced,30,10
TCH3930,SCH0965,Math,Basic,7,21
TCH3931,SCH0222,English,Advanced,18,26
TCH3932,SCH0660,Math,Basic,10,20
TCH3933,SCH0041,Social Studies,Advanced,4,26
TCH3934,SCH0111,Nepali,Basic,1,29
TCH3935,SCH0386,Math,Advanced,13,25
TCH3936,SCH0421,Math,Basic,13,26
TCH3937,SCH0349,Social Studies,Basic,3,21
TCH3938,SCH0803,Science,Basic,13,22
TCH3939,SCH0187,English,Basic,18,29
TCH3940,SCH0702,Social Studies,Basic,15,22
TCH3941,SCH0792,Social Studies,Basic,8,23
TCH3942,SCH0289,Social Studies,Basic,13,20
TCH3943,SCH0650,Social Studies,Advanced,17,12
TCH3944,SCH0055,Social Studies,Advanced,3,28
TCH3945,SCH0892,Nepali,Advanced,8,22
TCH3946,SCH0440,Science,Basic,18,21
TCH3947,SCH0563,Nepali,Basic,4,29
TCH3948,SCH0291,Math,Basic,4,23
TCH3949,SCH0991,Math,Advanced,15,13
TCH3950,SCH0721,Social Studies,Basic,2,24
TCH3951,SCH0789,English,Advanced,27,14
TCH3952,SCH0584,Social Studies,Basic,9,25
TCH3953,SCH0352,Social Studies,Basic,19,26
TCH3954,SCH0719,Science,Advanced,19,20
TCH3955,SCH0553,Science,Basic,5,29
TCH3956,SCH0277,Social Studies,Basic,15,26
TCH3957,SCH0121,Science,Advanced,2,23
TCH3958,SCH0632,Math,Basic,8,27
TCH3959,SCH0376,Nepali,Advanced,3,10
TCH3960,SCH0362,English,Advanced,19,11
TCH3961,SCH0560,Nepali,Basic,12,21
TCH3962,SCH0635,Math,Basic,15,29
TCH3963,SCH0126,Social Studies,Advanced,10,28
TCH3964,SCH0679,Social Studies,Basic,13,27
TCH3965,SCH0022,Nepali,Advanced,6,12
TCH3966,SCH0217,Social Studies,Basic,18,25
TCH3967,SCH0147,Social Studies,Advanced,8,14
TCH3968,SCH0497,English,Basic,16,22
TCH3969,SCH0084,Math,Advanced,10,13
TCH3970,SCH0942,Nepali,Basic,10,26
TCH3971,SCH0466,English,Advanced,9,21
TCH3972,SCH0809,English,Advanced,6,13
TCH3973,SCH0606,Math,Advanced,11,29
TCH3974,SCH0162,Nepali,Advanced,29,13
TCH3975,SCH0979,Social Studies,Basic,7,26
TCH3976,SCH0694,Nepali,Advanced,1,28
TCH3977,SCH0224,Science,Advanced,29,13
TCH3978,SCH0674,Social Studies,Advanced,14,26
TCH3979,SCH0183,Math,Basic,14,24
TCH3980,SCH0309,Math,Advanced,2,26
TCH3981,SCH0589,Science,Basic,14,20
TCH3982,SCH0288,Math,Advanced,3,26
TCH3983,SCH0730,English,Advanced,6,14
TCH3984,SCH0261,Science,Basic,16,28
TCH3985,SCH0814,Math,Basic,11,25
TCH3986,SCH0429,Social Studies,Advanced,26,13
TCH3987,SCH0464,Science,Advanced,3,25
TCH3988,SCH0515,English,Basic,11,21
TCH3989,SCH0835,English,Advanced,30,13
TCH3990,SCH0343,Math,Advanced,5,26
TCH3991,SCH0883,Science,Advanced,15,11
TCH3992,SCH0151,Social Studies,Basic,19,20
TCH3993,SCH0710,Science,Advanced,3,23
TCH3994,SCH0264,Math,Advanced,15,22
TCH3995,SCH0474,Science,Advanced,4,26
TCH3996,SCH0871,English,Advanced,3,10
TCH3997,SCH0211,English,Advanced,17,29
TCH3998,SCH0258,Science,Basic,14,28
TCH3999,SCH0756,Nepali,Advanced,25,10
TCH4000,SCH0386,Social Studies,Basic,10,21
TCH4001,SCH0331,Science,Basic,2,27
TCH4002,SCH0211,Science,Basic,5,29
TCH4003,SCH0178,Social Studies,Basic,14,25
TCH4004,SCH0134,Nepali,Basic,8,22
TCH4005,SCH0561,English,Basic,10,23
TCH4006,SCH0385,Social Studies,Basic,8,22
TCH4007,SCH0089,Science,Advanced,7,13
TCH4008,SCH0391,Science,Basic,3,29
TCH4009,SCH0617,Math,Advanced,16,10
TCH4010,SCH0803,Social Studies,Advanced,10,25
TCH4011,SCH0434,Math,Basic,9,27
TCH4012,SCH0541,Nepali,Advanced,26,14
TCH4013,SCH0480,English,Advanced,23,13
TCH4014,SCH0159,Nepali,Advanced,5,12
